token,ind_no,focus_condition,diortri,sandhi_tone,syntax_iniTone,sandhi_tone_var
新车,S1_45_2,2,di,,M_HTp,
青椒,S1_1_1,1,di,,L_HTp,
水牛,S1_2_2,2,di,,L_HTs,
开锁,S1_30_2,2,di,,V_HTp,
青豆,S1_25_di,di,di,,L_HTp,
老店,S1_8_di,di,di,,M_LT,
黄花,S1_48_2,2,di,,M_LT,
开门,S1_50_2,2,di,,V_HTp,
黄瓜,S1_6_2,2,di,,L_LT,
青菜,S1_11_2,2,di,,L_HTp,
小门,S1_12_di,di,di,,M_HTs,
开门,S1_50_di,di,di,,V_HTp,
水牛,S1_2_1,1,di,,L_HTs,
杨梅,S1_35_2,2,di,,L_LT,
开路,S1_40_2,2,di,,V_HTp,
买布,S1_4_di,di,di,,V_LT,
油菜,S1_33_2,2,di,,L_LT,
杨梅,S1_35_1,1,di,,L_LT,
新店,S1_38_di,di,di,,M_HTp,
黄花,S1_48_1,1,di,,M_LT,
小门,S1_12_2,2,di,,M_HTs,
新路,S1_51_1,1,di,,M_HTp,
买花,S1_36_2,2,di,,V_LT,
买茶,S1_32_di,di,di,,V_LT,
杨梅,S1_35_di,di,di,,L_LT,
水牛,S1_2_di,di,di,,L_HTs,
新店,S1_38_1,1,di,,M_HTp,
黄布,S1_16_2,2,di,,M_LT,
老路,S1_44_1,1,di,,M_LT,
苦瓜,S1_5_1,1,di,,L_HTs,
开路,S1_40_1,1,di,,V_HTp,
开锁,S1_30_1,1,di,,V_HTp,
油菜,S1_33_di,di,di,,L_LT,
新店,S1_38_2,2,di,,M_HTp,
老车,S1_20_di,di,di,,M_LT,
黄瓜,S1_6_di,di,di,,L_LT,
小店,S1_14_2,2,di,,M_HTs,
新房,S1_47_1,1,di,,M_HTp,
扁豆,S1_27_di,di,di,,L_HTs,
青豆,S1_25_2,2,di,,L_HTp,
小树,S1_26_1,1,di,,M_HTs,
扁豆,S1_27_2,2,di,,L_HTs,
黄花,S1_48_di,di,di,,M_LT,
小车,S1_43_di,di,di,,M_HTs,
樱桃,S1_17_di,di,di,,L_HTp,
采桃,S1_34_di,di,di,,V_HTs,
老店,S1_8_2,2,di,,M_LT,
黄绳,S1_28_di,di,di,,M_LT,
黄树,S1_52_2,2,di,,M_LT,
买布,S1_4_2,2,di,,V_LT,
青椒,S1_1_2,2,di,,L_HTp,
青豆,S1_25_1,1,di,,L_HTp,
老房,S1_49_1,1,di,,M_LT,
买茶,S1_32_1,1,di,,V_LT,
青菜,S1_11_di,di,di,,L_HTp,
开锁,S1_30_di,di,di,,V_HTp,
扁豆,S1_27_1,1,di,,L_HTs,
黄布,S1_16_1,1,di,,M_LT,
买饭,S1_22_1,1,di,,V_LT,
樱桃,S1_17_1,1,di,,L_HTp,
海带,S1_15_2,2,di,,L_HTs,
老车,S1_20_2,2,di,,M_LT,
买饭,S1_22_2,2,di,,V_LT,
新路,S1_51_2,2,di,,M_HTp,
老车,S1_20_1,1,di,,M_LT,
新房,S1_47_2,2,di,,M_HTp,
小树,S1_26_2,2,di,,M_HTs,
开店,S1_10_1,1,di,,V_HTp,
黄豆,S1_41_2,2,di,,L_LT,
新车,S1_45_di,di,di,,M_HTp,
黄布,S1_16_di,di,di,,M_LT,
买花,S1_36_1,1,di,,V_LT,
黄瓜,S1_6_1,1,di,,L_LT,
黄树,S1_52_di,di,di,,M_LT,
老路,S1_44_di,di,di,,M_LT,
老房,S1_49_di,di,di,,M_LT,
小车,S1_43_1,1,di,,M_HTs,
开门,S1_50_1,1,di,,V_HTp,
新路,S1_51_di,di,di,,M_HTp,
采花,S1_13_di,di,di,,V_HTs,
小店,S1_14_1,1,di,,M_HTs,
青椒,S1_1_di,di,di,,L_HTp,
买布,S1_4_1,1,di,,V_LT,
黄树,S1_52_1,1,di,,M_LT,
海带,S1_15_di,di,di,,L_HTs,
采花,S1_13_1,1,di,,V_HTs,
小车,S1_43_2,2,di,,M_HTs,
书房,S1_21_di,di,di,,L_HTp,
小店,S1_14_di,di,di,,M_HTs,
采桃,S1_34_2,2,di,,V_HTs,
开店,S1_10_2,2,di,,V_HTp,
采桃,S1_34_1,1,di,,V_HTs,
黄豆,S1_41_di,di,di,,L_LT,
苦瓜,S1_5_di,di,di,,L_HTs,
黄绳,S1_28_2,2,di,,M_LT,
采花,S1_13_2,2,di,,V_HTs,
海带,S1_15_1,1,di,,L_HTs,
小门,S1_12_1,1,di,,M_HTs,
苦瓜,S1_5_2,2,di,,L_HTs,
买花,S1_36_di,di,di,,V_LT,
黄绳,S1_28_1,1,di,,M_LT,
老店,S1_8_1,1,di,,M_LT,
黄豆,S1_41_1,1,di,,L_LT,
买饭,S1_22_di,di,di,,V_LT,
老房,S1_49_2,2,di,,M_LT,
油菜,S1_33_1,1,di,,L_LT,
开店,S1_10_di,di,di,,V_HTp,
青菜,S1_11_1,1,di,,L_HTp,
新房,S2_47_di,di,di,,M_HTp,
新车,S2_45_1,1,di,,M_HTp,
老路,S2_44_2,2,di,,M_LT,
买茶,S2_32_2,2,di,,V_LT,
开路,S2_40_di,di,di,,V_HTp,
樱桃,S2_17_2,2,di,,L_HTp,
小树,S2_26_di,di,di,,M_HTs,
新车,S2_45_2,2,di,,M_HTp,
青椒,S2_1_1,1,di,,L_HTp,
水牛,S2_2_2,2,di,,L_HTs,
开锁,S2_30_2,2,di,,V_HTp,
青豆,S2_25_di,di,di,,L_HTp,
老店,S2_8_di,di,di,,M_LT,
黄花,S2_48_2,2,di,,M_LT,
开门,S2_50_2,2,di,,V_HTp,
黄瓜,S2_6_2,2,di,,L_LT,
青菜,S2_11_2,2,di,,L_HTp,
小门,S2_12_di,di,di,,M_HTs,
开门,S2_50_di,di,di,,V_HTp,
水牛,S2_2_1,1,di,,L_HTs,
杨梅,S2_35_2,2,di,,L_LT,
开路,S2_40_2,2,di,,V_HTp,
买布,S2_4_di,di,di,,V_LT,
油菜,S2_33_2,2,di,,L_LT,
杨梅,S2_35_1,1,di,,L_LT,
新店,S2_38_di,di,di,,M_HTp,
黄花,S2_48_1,1,di,,M_LT,
小门,S2_12_2,2,di,,M_HTs,
新路,S2_51_1,1,di,,M_HTp,
买花,S2_36_2,2,di,,V_LT,
买茶,S2_32_di,di,di,,V_LT,
杨梅,S2_35_di,di,di,,L_LT,
水牛,S2_2_di,di,di,,L_HTs,
新店,S2_38_1,1,di,,M_HTp,
黄布,S2_16_2,2,di,,M_LT,
老路,S2_44_1,1,di,,M_LT,
苦瓜,S2_5_1,1,di,,L_HTs,
开路,S2_40_1,1,di,,V_HTp,
开锁,S2_30_1,1,di,,V_HTp,
油菜,S2_33_di,di,di,,L_LT,
新店,S2_38_2,2,di,,M_HTp,
老车,S2_20_di,di,di,,M_LT,
黄瓜,S2_6_di,di,di,,L_LT,
小店,S2_14_2,2,di,,M_HTs,
新房,S2_47_1,1,di,,M_HTp,
扁豆,S2_27_di,di,di,,L_HTs,
青豆,S2_25_2,2,di,,L_HTp,
小树,S2_26_1,1,di,,M_HTs,
扁豆,S2_27_2,2,di,,L_HTs,
黄花,S2_48_di,di,di,,M_LT,
小车,S2_43_di,di,di,,M_HTs,
樱桃,S2_17_di,di,di,,L_HTp,
采桃,S2_34_di,di,di,,V_HTs,
老店,S2_8_2,2,di,,M_LT,
黄绳,S2_28_di,di,di,,M_LT,
黄树,S2_52_2,2,di,,M_LT,
买布,S2_4_2,2,di,,V_LT,
青椒,S2_1_2,2,di,,L_HTp,
青豆,S2_25_1,1,di,,L_HTp,
老房,S2_49_1,1,di,,M_LT,
买茶,S2_32_1,1,di,,V_LT,
青菜,S2_11_di,di,di,,L_HTp,
开锁,S2_30_di,di,di,,V_HTp,
扁豆,S2_27_1,1,di,,L_HTs,
黄布,S2_16_1,1,di,,M_LT,
买饭,S2_22_1,1,di,,V_LT,
樱桃,S2_17_1,1,di,,L_HTp,
海带,S2_15_2,2,di,,L_HTs,
老车,S2_20_2,2,di,,M_LT,
买饭,S2_22_2,2,di,,V_LT,
新路,S2_51_2,2,di,,M_HTp,
老车,S2_20_1,1,di,,M_LT,
新房,S2_47_2,2,di,,M_HTp,
小树,S2_26_2,2,di,,M_HTs,
开店,S2_10_1,1,di,,V_HTp,
黄豆,S2_41_2,2,di,,L_LT,
新车,S2_45_di,di,di,,M_HTp,
黄布,S2_16_di,di,di,,M_LT,
买花,S2_36_1,1,di,,V_LT,
黄瓜,S2_6_1,1,di,,L_LT,
黄树,S2_52_di,di,di,,M_LT,
老路,S2_44_di,di,di,,M_LT,
老房,S2_49_di,di,di,,M_LT,
小车,S2_43_1,1,di,,M_HTs,
开门,S2_50_1,1,di,,V_HTp,
新路,S2_51_di,di,di,,M_HTp,
采花,S2_13_di,di,di,,V_HTs,
小店,S2_14_1,1,di,,M_HTs,
青椒,S2_1_di,di,di,,L_HTp,
买布,S2_4_1,1,di,,V_LT,
黄树,S2_52_1,1,di,,M_LT,
海带,S2_15_di,di,di,,L_HTs,
采花,S2_13_1,1,di,,V_HTs,
小车,S2_43_2,2,di,,M_HTs,
书房,S2_21_di,di,di,,L_HTp,
小店,S2_14_di,di,di,,M_HTs,
采桃,S2_34_2,2,di,,V_HTs,
开店,S2_10_2,2,di,,V_HTp,
采桃,S2_34_1,1,di,,V_HTs,
黄豆,S2_41_di,di,di,,L_LT,
苦瓜,S2_5_di,di,di,,L_HTs,
黄绳,S2_28_2,2,di,,M_LT,
采花,S2_13_2,2,di,,V_HTs,
海带,S2_15_1,1,di,,L_HTs,
小门,S2_12_1,1,di,,M_HTs,
苦瓜,S2_5_2,2,di,,L_HTs,
买花,S2_36_di,di,di,,V_LT,
黄绳,S2_28_1,1,di,,M_LT,
老店,S2_8_1,1,di,,M_LT,
黄豆,S2_41_1,1,di,,L_LT,
买饭,S2_22_di,di,di,,V_LT,
老房,S2_49_2,2,di,,M_LT,
油菜,S2_33_1,1,di,,L_LT,
开店,S2_10_di,di,di,,V_HTp,
青菜,S2_11_1,1,di,,L_HTp,
新房,S3_47_di,di,di,,M_HTp,
新车,S3_45_1,1,di,,M_HTp,
老路,S3_44_2,2,di,,M_LT,
买茶,S3_32_2,2,di,,V_LT,
开路,S3_40_di,di,di,,V_HTp,
樱桃,S3_17_2,2,di,,L_HTp,
小树,S3_26_di,di,di,,M_HTs,
新车,S3_45_2,2,di,,M_HTp,
青椒,S3_1_1,1,di,,L_HTp,
水牛,S3_2_2,2,di,,L_HTs,
开锁,S3_30_2,2,di,,V_HTp,
青豆,S3_25_di,di,di,,L_HTp,
老店,S3_8_di,di,di,,M_LT,
黄花,S3_48_2,2,di,,M_LT,
开门,S3_50_2,2,di,,V_HTp,
黄瓜,S3_6_2,2,di,,L_LT,
青菜,S3_11_2,2,di,,L_HTp,
小门,S3_12_di,di,di,,M_HTs,
开门,S3_50_di,di,di,,V_HTp,
水牛,S3_2_1,1,di,,L_HTs,
杨梅,S3_35_2,2,di,,L_LT,
开路,S3_40_2,2,di,,V_HTp,
买布,S3_4_di,di,di,,V_LT,
油菜,S3_33_2,2,di,,L_LT,
杨梅,S3_35_1,1,di,,L_LT,
新店,S3_38_di,di,di,,M_HTp,
黄花,S3_48_1,1,di,,M_LT,
小门,S3_12_2,2,di,,M_HTs,
新路,S3_51_1,1,di,,M_HTp,
买花,S3_36_2,2,di,,V_LT,
买茶,S3_32_di,di,di,,V_LT,
杨梅,S3_35_di,di,di,,L_LT,
水牛,S3_2_di,di,di,,L_HTs,
新店,S3_38_1,1,di,,M_HTp,
黄布,S3_16_2,2,di,,M_LT,
老路,S3_44_1,1,di,,M_LT,
苦瓜,S3_5_1,1,di,,L_HTs,
开路,S3_40_1,1,di,,V_HTp,
开锁,S3_30_1,1,di,,V_HTp,
油菜,S3_33_di,di,di,,L_LT,
新店,S3_38_2,2,di,,M_HTp,
老车,S3_20_di,di,di,,M_LT,
黄瓜,S3_6_di,di,di,,L_LT,
小店,S3_14_2,2,di,,M_HTs,
新房,S3_47_1,1,di,,M_HTp,
扁豆,S3_27_di,di,di,,L_HTs,
青豆,S3_25_2,2,di,,L_HTp,
小树,S3_26_1,1,di,,M_HTs,
扁豆,S3_27_2,2,di,,L_HTs,
黄花,S3_48_di,di,di,,M_LT,
小车,S3_43_di,di,di,,M_HTs,
樱桃,S3_17_di,di,di,,L_HTp,
采桃,S3_34_di,di,di,,V_HTs,
老店,S3_8_2,2,di,,M_LT,
黄绳,S3_28_di,di,di,,M_LT,
黄树,S3_52_2,2,di,,M_LT,
买布,S3_4_2,2,di,,V_LT,
青椒,S3_1_2,2,di,,L_HTp,
青豆,S3_25_1,1,di,,L_HTp,
老房,S3_49_1,1,di,,M_LT,
买茶,S3_32_1,1,di,,V_LT,
青菜,S3_11_di,di,di,,L_HTp,
开锁,S3_30_di,di,di,,V_HTp,
扁豆,S3_27_1,1,di,,L_HTs,
黄布,S3_16_1,1,di,,M_LT,
买饭,S3_22_1,1,di,,V_LT,
樱桃,S3_17_1,1,di,,L_HTp,
海带,S3_15_2,2,di,,L_HTs,
老车,S3_20_2,2,di,,M_LT,
买饭,S3_22_2,2,di,,V_LT,
新路,S3_51_2,2,di,,M_HTp,
老车,S3_20_1,1,di,,M_LT,
新房,S3_47_2,2,di,,M_HTp,
小树,S3_26_2,2,di,,M_HTs,
开店,S3_10_1,1,di,,V_HTp,
黄豆,S3_41_2,2,di,,L_LT,
新车,S3_45_di,di,di,,M_HTp,
黄布,S3_16_di,di,di,,M_LT,
买花,S3_36_1,1,di,,V_LT,
黄瓜,S3_6_1,1,di,,L_LT,
黄树,S3_52_di,di,di,,M_LT,
老路,S3_44_di,di,di,,M_LT,
老房,S3_49_di,di,di,,M_LT,
小车,S3_43_1,1,di,,M_HTs,
开门,S3_50_1,1,di,,V_HTp,
新路,S3_51_di,di,di,,M_HTp,
采花,S3_13_di,di,di,,V_HTs,
小店,S3_14_1,1,di,,M_HTs,
青椒,S3_1_di,di,di,,L_HTp,
买布,S3_4_1,1,di,,V_LT,
黄树,S3_52_1,1,di,,M_LT,
海带,S3_15_di,di,di,,L_HTs,
采花,S3_13_1,1,di,,V_HTs,
小车,S3_43_2,2,di,,M_HTs,
书房,S3_21_di,di,di,,L_HTp,
小店,S3_14_di,di,di,,M_HTs,
采桃,S3_34_2,2,di,,V_HTs,
开店,S3_10_2,2,di,,V_HTp,
采桃,S3_34_1,1,di,,V_HTs,
黄豆,S3_41_di,di,di,,L_LT,
苦瓜,S3_5_di,di,di,,L_HTs,
黄绳,S3_28_2,2,di,,M_LT,
采花,S3_13_2,2,di,,V_HTs,
海带,S3_15_1,1,di,,L_HTs,
小门,S3_12_1,1,di,,M_HTs,
苦瓜,S3_5_2,2,di,,L_HTs,
买花,S3_36_di,di,di,,V_LT,
黄绳,S3_28_1,1,di,,M_LT,
老店,S3_8_1,1,di,,M_LT,
黄豆,S3_41_1,1,di,,L_LT,
买饭,S3_22_di,di,di,,V_LT,
老房,S3_49_2,2,di,,M_LT,
油菜,S3_33_1,1,di,,L_LT,
开店,S3_10_di,di,di,,V_HTp,
青菜,S3_11_1,1,di,,L_HTp,
新房,S4_47_di,di,di,,M_HTp,
新车,S4_45_1,1,di,,M_HTp,
老路,S4_44_2,2,di,,M_LT,
买茶,S4_32_2,2,di,,V_LT,
开路,S4_40_di,di,di,,V_HTp,
樱桃,S4_17_2,2,di,,L_HTp,
小树,S4_26_di,di,di,,M_HTs,
新车,S4_45_2,2,di,,M_HTp,
青椒,S4_1_1,1,di,,L_HTp,
水牛,S4_2_2,2,di,,L_HTs,
开锁,S4_30_2,2,di,,V_HTp,
青豆,S4_25_di,di,di,,L_HTp,
老店,S4_8_di,di,di,,M_LT,
黄花,S4_48_2,2,di,,M_LT,
开门,S4_50_2,2,di,,V_HTp,
黄瓜,S4_6_2,2,di,,L_LT,
青菜,S4_11_2,2,di,,L_HTp,
小门,S4_12_di,di,di,,M_HTs,
开门,S4_50_di,di,di,,V_HTp,
水牛,S4_2_1,1,di,,L_HTs,
杨梅,S4_35_2,2,di,,L_LT,
开路,S4_40_2,2,di,,V_HTp,
买布,S4_4_di,di,di,,V_LT,
油菜,S4_33_2,2,di,,L_LT,
杨梅,S4_35_1,1,di,,L_LT,
新店,S4_38_di,di,di,,M_HTp,
黄花,S4_48_1,1,di,,M_LT,
小门,S4_12_2,2,di,,M_HTs,
新路,S4_51_1,1,di,,M_HTp,
买花,S4_36_2,2,di,,V_LT,
买茶,S4_32_di,di,di,,V_LT,
杨梅,S4_35_di,di,di,,L_LT,
水牛,S4_2_di,di,di,,L_HTs,
新店,S4_38_1,1,di,,M_HTp,
黄布,S4_16_2,2,di,,M_LT,
老路,S4_44_1,1,di,,M_LT,
苦瓜,S4_5_1,1,di,,L_HTs,
开路,S4_40_1,1,di,,V_HTp,
开锁,S4_30_1,1,di,,V_HTp,
油菜,S4_33_di,di,di,,L_LT,
新店,S4_38_2,2,di,,M_HTp,
老车,S4_20_di,di,di,,M_LT,
黄瓜,S4_6_di,di,di,,L_LT,
小店,S4_14_2,2,di,,M_HTs,
新房,S4_47_1,1,di,,M_HTp,
扁豆,S4_27_di,di,di,,L_HTs,
青豆,S4_25_2,2,di,,L_HTp,
小树,S4_26_1,1,di,,M_HTs,
扁豆,S4_27_2,2,di,,L_HTs,
黄花,S4_48_di,di,di,,M_LT,
小车,S4_43_di,di,di,,M_HTs,
樱桃,S4_17_di,di,di,,L_HTp,
采桃,S4_34_di,di,di,,V_HTs,
老店,S4_8_2,2,di,,M_LT,
黄绳,S4_28_di,di,di,,M_LT,
黄树,S4_52_2,2,di,,M_LT,
买布,S4_4_2,2,di,,V_LT,
青椒,S4_1_2,2,di,,L_HTp,
青豆,S4_25_1,1,di,,L_HTp,
老房,S4_49_1,1,di,,M_LT,
买茶,S4_32_1,1,di,,V_LT,
青菜,S4_11_di,di,di,,L_HTp,
开锁,S4_30_di,di,di,,V_HTp,
扁豆,S4_27_1,1,di,,L_HTs,
黄布,S4_16_1,1,di,,M_LT,
买饭,S4_22_1,1,di,,V_LT,
樱桃,S4_17_1,1,di,,L_HTp,
海带,S4_15_2,2,di,,L_HTs,
老车,S4_20_2,2,di,,M_LT,
买饭,S4_22_2,2,di,,V_LT,
新路,S4_51_2,2,di,,M_HTp,
老车,S4_20_1,1,di,,M_LT,
新房,S4_47_2,2,di,,M_HTp,
小树,S4_26_2,2,di,,M_HTs,
开店,S4_10_1,1,di,,V_HTp,
黄豆,S4_41_2,2,di,,L_LT,
新车,S4_45_di,di,di,,M_HTp,
黄布,S4_16_di,di,di,,M_LT,
买花,S4_36_1,1,di,,V_LT,
黄瓜,S4_6_1,1,di,,L_LT,
黄树,S4_52_di,di,di,,M_LT,
老路,S4_44_di,di,di,,M_LT,
老房,S4_49_di,di,di,,M_LT,
小车,S4_43_1,1,di,,M_HTs,
开门,S4_50_1,1,di,,V_HTp,
新路,S4_51_di,di,di,,M_HTp,
采花,S4_13_di,di,di,,V_HTs,
小店,S4_14_1,1,di,,M_HTs,
青椒,S4_1_di,di,di,,L_HTp,
买布,S4_4_1,1,di,,V_LT,
黄树,S4_52_1,1,di,,M_LT,
海带,S4_15_di,di,di,,L_HTs,
采花,S4_13_1,1,di,,V_HTs,
小车,S4_43_2,2,di,,M_HTs,
书房,S4_21_di,di,di,,L_HTp,
小店,S4_14_di,di,di,,M_HTs,
采桃,S4_34_2,2,di,,V_HTs,
开店,S4_10_2,2,di,,V_HTp,
采桃,S4_34_1,1,di,,V_HTs,
黄豆,S4_41_di,di,di,,L_LT,
苦瓜,S4_5_di,di,di,,L_HTs,
黄绳,S4_28_2,2,di,,M_LT,
采花,S4_13_2,2,di,,V_HTs,
海带,S4_15_1,1,di,,L_HTs,
小门,S4_12_1,1,di,,M_HTs,
苦瓜,S4_5_2,2,di,,L_HTs,
买花,S4_36_di,di,di,,V_LT,
黄绳,S4_28_1,1,di,,M_LT,
老店,S4_8_1,1,di,,M_LT,
黄豆,S4_41_1,1,di,,L_LT,
买饭,S4_22_di,di,di,,V_LT,
老房,S4_49_2,2,di,,M_LT,
油菜,S4_33_1,1,di,,L_LT,
开店,S4_10_di,di,di,,V_HTp,
青菜,S4_11_1,1,di,,L_HTp,
新房,S5_47_di,di,di,,M_HTp,
新车,S5_45_1,1,di,,M_HTp,
老路,S5_44_2,2,di,,M_LT,
买茶,S5_32_2,2,di,,V_LT,
开路,S5_40_di,di,di,,V_HTp,
樱桃,S5_17_2,2,di,,L_HTp,
小树,S5_26_di,di,di,,M_HTs,
新车,S5_45_2,2,di,,M_HTp,
青椒,S5_1_1,1,di,,L_HTp,
水牛,S5_2_2,2,di,,L_HTs,
开锁,S5_30_2,2,di,,V_HTp,
青豆,S5_25_di,di,di,,L_HTp,
老店,S5_8_di,di,di,,M_LT,
黄花,S5_48_2,2,di,,M_LT,
开门,S5_50_2,2,di,,V_HTp,
黄瓜,S5_6_2,2,di,,L_LT,
青菜,S5_11_2,2,di,,L_HTp,
小门,S5_12_di,di,di,,M_HTs,
开门,S5_50_di,di,di,,V_HTp,
水牛,S5_2_1,1,di,,L_HTs,
杨梅,S5_35_2,2,di,,L_LT,
开路,S5_40_2,2,di,,V_HTp,
买布,S5_4_di,di,di,,V_LT,
油菜,S5_33_2,2,di,,L_LT,
杨梅,S5_35_1,1,di,,L_LT,
新店,S5_38_di,di,di,,M_HTp,
黄花,S5_48_1,1,di,,M_LT,
小门,S5_12_2,2,di,,M_HTs,
新路,S5_51_1,1,di,,M_HTp,
买花,S5_36_2,2,di,,V_LT,
买茶,S5_32_di,di,di,,V_LT,
杨梅,S5_35_di,di,di,,L_LT,
水牛,S5_2_di,di,di,,L_HTs,
新店,S5_38_1,1,di,,M_HTp,
黄布,S5_16_2,2,di,,M_LT,
老路,S5_44_1,1,di,,M_LT,
苦瓜,S5_5_1,1,di,,L_HTs,
开路,S5_40_1,1,di,,V_HTp,
开锁,S5_30_1,1,di,,V_HTp,
油菜,S5_33_di,di,di,,L_LT,
新店,S5_38_2,2,di,,M_HTp,
老车,S5_20_di,di,di,,M_LT,
黄瓜,S5_6_di,di,di,,L_LT,
小店,S5_14_2,2,di,,M_HTs,
新房,S5_47_1,1,di,,M_HTp,
扁豆,S5_27_di,di,di,,L_HTs,
青豆,S5_25_2,2,di,,L_HTp,
小树,S5_26_1,1,di,,M_HTs,
扁豆,S5_27_2,2,di,,L_HTs,
黄花,S5_48_di,di,di,,M_LT,
小车,S5_43_di,di,di,,M_HTs,
樱桃,S5_17_di,di,di,,L_HTp,
采桃,S5_34_di,di,di,,V_HTs,
老店,S5_8_2,2,di,,M_LT,
黄绳,S5_28_di,di,di,,M_LT,
黄树,S5_52_2,2,di,,M_LT,
买布,S5_4_2,2,di,,V_LT,
青椒,S5_1_2,2,di,,L_HTp,
青豆,S5_25_1,1,di,,L_HTp,
老房,S5_49_1,1,di,,M_LT,
买茶,S5_32_1,1,di,,V_LT,
青菜,S5_11_di,di,di,,L_HTp,
开锁,S5_30_di,di,di,,V_HTp,
扁豆,S5_27_1,1,di,,L_HTs,
黄布,S5_16_1,1,di,,M_LT,
买饭,S5_22_1,1,di,,V_LT,
樱桃,S5_17_1,1,di,,L_HTp,
海带,S5_15_2,2,di,,L_HTs,
老车,S5_20_2,2,di,,M_LT,
买饭,S5_22_2,2,di,,V_LT,
新路,S5_51_2,2,di,,M_HTp,
老车,S5_20_1,1,di,,M_LT,
新房,S5_47_2,2,di,,M_HTp,
小树,S5_26_2,2,di,,M_HTs,
开店,S5_10_1,1,di,,V_HTp,
黄豆,S5_41_2,2,di,,L_LT,
新车,S5_45_di,di,di,,M_HTp,
黄布,S5_16_di,di,di,,M_LT,
买花,S5_36_1,1,di,,V_LT,
黄瓜,S5_6_1,1,di,,L_LT,
黄树,S5_52_di,di,di,,M_LT,
老路,S5_44_di,di,di,,M_LT,
老房,S5_49_di,di,di,,M_LT,
小车,S5_43_1,1,di,,M_HTs,
开门,S5_50_1,1,di,,V_HTp,
新路,S5_51_di,di,di,,M_HTp,
采花,S5_13_di,di,di,,V_HTs,
小店,S5_14_1,1,di,,M_HTs,
青椒,S5_1_di,di,di,,L_HTp,
买布,S5_4_1,1,di,,V_LT,
黄树,S5_52_1,1,di,,M_LT,
海带,S5_15_di,di,di,,L_HTs,
采花,S5_13_1,1,di,,V_HTs,
小车,S5_43_2,2,di,,M_HTs,
书房,S5_21_di,di,di,,L_HTp,
小店,S5_14_di,di,di,,M_HTs,
采桃,S5_34_2,2,di,,V_HTs,
开店,S5_10_2,2,di,,V_HTp,
采桃,S5_34_1,1,di,,V_HTs,
黄豆,S5_41_di,di,di,,L_LT,
苦瓜,S5_5_di,di,di,,L_HTs,
黄绳,S5_28_2,2,di,,M_LT,
采花,S5_13_2,2,di,,V_HTs,
海带,S5_15_1,1,di,,L_HTs,
小门,S5_12_1,1,di,,M_HTs,
苦瓜,S5_5_2,2,di,,L_HTs,
买花,S5_36_di,di,di,,V_LT,
黄绳,S5_28_1,1,di,,M_LT,
老店,S5_8_1,1,di,,M_LT,
黄豆,S5_41_1,1,di,,L_LT,
买饭,S5_22_di,di,di,,V_LT,
老房,S5_49_2,2,di,,M_LT,
油菜,S5_33_1,1,di,,L_LT,
开店,S5_10_di,di,di,,V_HTp,
青菜,S5_11_1,1,di,,L_HTp,
新房,S6_47_di,di,di,,M_HTp,
新车,S6_45_1,1,di,,M_HTp,
老路,S6_44_2,2,di,,M_LT,
买茶,S6_32_2,2,di,,V_LT,
开路,S6_40_di,di,di,,V_HTp,
樱桃,S6_17_2,2,di,,L_HTp,
小树,S6_26_di,di,di,,M_HTs,
新车,S6_45_2,2,di,,M_HTp,
青椒,S6_1_1,1,di,,L_HTp,
水牛,S6_2_2,2,di,,L_HTs,
开锁,S6_30_2,2,di,,V_HTp,
青豆,S6_25_di,di,di,,L_HTp,
老店,S6_8_di,di,di,,M_LT,
黄花,S6_48_2,2,di,,M_LT,
开门,S6_50_2,2,di,,V_HTp,
黄瓜,S6_6_2,2,di,,L_LT,
青菜,S6_11_2,2,di,,L_HTp,
小门,S6_12_di,di,di,,M_HTs,
开门,S6_50_di,di,di,,V_HTp,
水牛,S6_2_1,1,di,,L_HTs,
杨梅,S6_35_2,2,di,,L_LT,
开路,S6_40_2,2,di,,V_HTp,
买布,S6_4_di,di,di,,V_LT,
油菜,S6_33_2,2,di,,L_LT,
杨梅,S6_35_1,1,di,,L_LT,
新店,S6_38_di,di,di,,M_HTp,
黄花,S6_48_1,1,di,,M_LT,
小门,S6_12_2,2,di,,M_HTs,
新路,S6_51_1,1,di,,M_HTp,
买花,S6_36_2,2,di,,V_LT,
买茶,S6_32_di,di,di,,V_LT,
杨梅,S6_35_di,di,di,,L_LT,
水牛,S6_2_di,di,di,,L_HTs,
新店,S6_38_1,1,di,,M_HTp,
黄布,S6_16_2,2,di,,M_LT,
老路,S6_44_1,1,di,,M_LT,
苦瓜,S6_5_1,1,di,,L_HTs,
开路,S6_40_1,1,di,,V_HTp,
开锁,S6_30_1,1,di,,V_HTp,
油菜,S6_33_di,di,di,,L_LT,
新店,S6_38_2,2,di,,M_HTp,
老车,S6_20_di,di,di,,M_LT,
黄瓜,S6_6_di,di,di,,L_LT,
小店,S6_14_2,2,di,,M_HTs,
新房,S6_47_1,1,di,,M_HTp,
扁豆,S6_27_di,di,di,,L_HTs,
青豆,S6_25_2,2,di,,L_HTp,
小树,S6_26_1,1,di,,M_HTs,
扁豆,S6_27_2,2,di,,L_HTs,
黄花,S6_48_di,di,di,,M_LT,
小车,S6_43_di,di,di,,M_HTs,
樱桃,S6_17_di,di,di,,L_HTp,
采桃,S6_34_di,di,di,,V_HTs,
老店,S6_8_2,2,di,,M_LT,
黄绳,S6_28_di,di,di,,M_LT,
黄树,S6_52_2,2,di,,M_LT,
买布,S6_4_2,2,di,,V_LT,
